NIT,RAZÓN SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,INGRESOS OPERACIONALES,GANANCIA (PÉRDIDA),TOTAL ACTIVOS,TOTAL PASIVOS,TOTAL PATRIMONIO,Año de Corte
814004582,sumoto sa,supersociedades,costa pacífica,nariño,pasto-nariño,"4,541",comercio,0.02,0.0,0.01,0.01,0.0,2021
890110705,clinica de fracturas centro de ortopedia y traumatologia s.a,supersalud,costa atlántica,atlantico,barranquilla-atlantico,"8,621",servicios,0.02,0.0,0.02,0.02,0.01,2021
900138758,clinica de especialidades oftalmologicas sas,supersociedades,antioquia,antioquia,envigado-antioquia,"8,621",servicios,0.02,0.0,0.02,0.01,0.0,2021
900132157,conalta de occidente sas,supersociedades,costa pacífica,valle,cali-valle,"8,211",servicios,0.02,0.0,0.0,0.0,0.0,2021
900433051,conergia sas,supersociedades,bogotá - cundinamarca,cundinamarca,cota-cundinamarca,"4,659",comercio,0.02,0.0,0.05,0.03,0.02,2021
900409034,terrafertil colombia sas,supersociedades,bogotá - cundinamarca,cundinamarca,zipaquira -cundinamarca,"1,089",manufactura,0.02,-0.01,0.04,0.07,-0.03,2021
900037384,oinco sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c-bogota d.c.,"4,290",construcción,0.02,0.0,0.02,0.01,0.01,2021
800026483,inversiones fasulac ltda,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"1,040",manufactura,0.02,0.0,0.01,0.0,0.01,2021
890915492,dequim sas,supersociedades,antioquia,antioquia,envigado-antioquia,"2,011",manufactura,0.02,0.0,0.01,0.01,0.01,2021
802002415,codifa sas,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"4,290",construcción,0.02,0.0,0.02,0.01,0.01,2021
901225165,euro marcali s.a.s,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,511",comercio,0.02,0.0,0.01,0.01,-0.0,2021
890209028,avicola sinain sas,supersociedades,centro - oriente,santander,bucaramanga-santander,145,agropecuario,0.02,0.0,0.03,0.01,0.01,2021
809004045,fibratela s.a.,supersociedades,otros,tolima,ibague-tolima,"4,641",comercio,0.02,0.0,0.01,0.01,0.01,2021
804000152,coinobras sas,supersociedades,centro - oriente,santander,bucaramanga-santander,"4,290",construcción,0.02,0.0,0.04,0.02,0.02,2021
830062640,hortifresco villa leovi sas,supersociedades,bogotá - cundinamarca,cundinamarca,zipaquira -cundinamarca,113,agropecuario,0.02,0.0,0.01,0.01,0.0,2021
860001449,optica colombiana sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,774",comercio,0.02,-0.0,0.04,0.02,0.02,2021
890302046,granjas parariso sas,supersociedades,costa pacífica,valle,cali-valle,144,agropecuario,0.02,0.0,0.01,0.01,0.0,2021
800097185,cortulua futbol club s a,supersociedades,costa pacífica,valle,tulua-valle,"9,312",servicios,0.02,0.0,0.02,0.01,0.01,2021
900674141,sutex internacional sas,supersociedades,eje cafetero,risaralda,pereira-risaralda,"1,399",manufactura,0.02,0.0,0.03,0.01,0.03,2021
800235997,representaciones y distribuciones nosotros sas,supersociedades,bogotá - cundinamarca,cundinamarca,facatativa-cundinamarca,"4,651",comercio,0.02,0.0,0.02,0.01,0.0,2021
830129024,nikken colombia ltda,supersociedades,bogotá - cundinamarca,cundinamarca,funza -cundinamarca,"4,755",comercio,0.02,0.0,0.01,0.01,0.0,2021
900310614,comercializadora gran colmado sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,620",comercio,0.02,0.0,0.01,0.01,0.0,2021
890985603,ese hospital san sebastian de uraba,supersalud,antioquia,antioquia,necocli-antioquia,"8,610",servicios,0.02,0.0,0.02,0.01,0.01,2021
890900062,fabrica de brassieres haby sas,supersociedades,antioquia,antioquia,medellin-antioquia,"1,410",manufactura,0.02,0.0,0.02,0.01,0.01,2021
900009336,arquitectura de la tierra sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,111",construcción,0.02,0.0,0.06,0.02,0.04,2021
800216673,instituto colombiano de aprendizaje (incap) sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c-bogota d.c.,"8,523",servicios,0.02,0.0,0.06,0.01,0.05,2021
830038515,ihc sas ingeneira hidraulica y civil,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,290",construcción,0.02,0.0,0.02,0.02,0.01,2021
901191678,alimentar capital sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"5,629",servicios,0.02,0.0,0.01,0.0,0.01,2021
900453672,arquiciviles sas,supersociedades,costa atlántica,magdalena,santa marta-magdalena,"4,290",construcción,0.02,0.0,0.02,0.01,0.01,2021
900779576,yokogawa colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,659",comercio,0.02,0.0,0.02,0.01,0.01,2021
900502264,industria y seleccion d egranos y cereales sas,supersociedades,otros,meta,villavicencio-meta,"4,620",comercio,0.02,0.0,0.01,0.0,0.0,2021
900426606,torrescamara y cia de obras sa sucursal colombia,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,210",construcción,0.02,0.0,0.04,0.04,0.0,2021
900502435,holland & knight colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,910",servicios,0.02,-0.01,0.01,0.0,0.01,2021
900066868,col huellas sas,supersociedades,costa pacífica,valle,yumbo-valle,"1,522",manufactura,0.02,0.0,0.01,0.0,0.01,2021
900403139,inversiones la lolita s.a.s,supersociedades,costa atlántica,magdalena,santa marta-magdalena,122,agropecuario,0.02,0.0,0.03,0.0,0.03,2021
900490557,riverpez internacional sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,631",comercio,0.02,0.0,0.01,0.01,0.0,2021
830032317,saint honore de colombia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,645",comercio,0.02,-0.0,0.01,0.01,0.0,2021
805009710,cim compañía de ingenieria y montajes sas,supersociedades,costa pacífica,valle,cali-valle,"7,112",servicios,0.02,0.0,0.01,0.01,0.0,2021
900428482,yadas wt importaciones sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,530",comercio,0.02,0.0,0.01,0.01,0.0,2021
800044967,assbasalud ese,supersalud,eje cafetero,caldas,manizales-caldas,"8,621",servicios,0.02,0.0,0.01,0.0,0.01,2021
900466147,andeantrade group latam sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,741",comercio,0.02,0.0,0.01,0.0,0.0,2021
890402550,aire caribe sa,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,322",construcción,0.02,0.0,0.02,0.01,0.01,2021
860353137,inversiones consumar s.a.s,supersociedades,eje cafetero,quindio,armenia-quindio,"4,632",comercio,0.02,0.01,0.03,0.01,0.02,2021
811021071,compañia asesora silvotecnia sas,supersociedades,antioquia,antioquia,envigado-antioquia,240,agropecuario,0.02,0.0,0.01,0.0,0.0,2021
830069306,frana international sas,supersociedades,bogotá - cundinamarca,cundinamarca,tocancipa -cundinamarca,"2,599",manufactura,0.02,0.0,0.02,0.01,0.02,2021
830021100,terminales automotrices sa en reorganizacion,supersociedades,bogotá - cundinamarca,cundinamarca,funza -cundinamarca,"2,930",manufactura,0.02,0.0,0.02,0.02,0.01,2021
901318511,kos colombia sas,supersociedades,costa pacífica,valle,yumbo-valle,"1,702",manufactura,0.02,0.0,0.02,0.01,0.01,2021
900304305,pinturas imperio sas,supersociedades,bogotá - cundinamarca,cundinamarca,soacha-cundinamarca,"2,022",manufactura,0.02,0.0,0.01,0.01,0.0,2021
900369941,laboratorios domeco s.a.s,supersociedades,antioquia,antioquia,sabaneta -antioquia,"2,023",manufactura,0.02,0.0,0.01,0.01,0.0,2021
900355585,rayos x del huila sas,supersociedades,otros,huila,neiva-huila,"8,691",servicios,0.02,0.0,0.02,0.01,0.01,2021
800196002,asc electrónica s.a,supersociedades,eje cafetero,risaralda,dosquebradas-risaralda,"2,790",manufactura,0.02,0.0,0.01,0.01,0.0,2021
830001362,abc plantas y equipos sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,659",comercio,0.02,0.0,0.01,0.01,0.01,2021
900878133,macam,supersociedades,centro - oriente,santander,floridablanca-santander,"4,290",construcción,0.02,0.01,0.02,0.01,0.01,2021
900493277,plastibol de colombia s.a.s,supersociedades,antioquia,antioquia,rionegro-antioquia,"2,229",manufactura,0.02,-0.0,0.04,0.02,0.02,2021
900566790,compañia latina de alimentos,supersociedades,antioquia,antioquia,medellin-antioquia,"1,089",manufactura,0.02,0.0,0.01,0.01,0.0,2021
900545564,promotora la vida es bella sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,111",construcción,0.02,0.0,0.01,0.01,0.0,2021
804002599,centro de atencion y diagnostico de enfermedades infecciosas c.d.i. s.a.,supersalud,centro - oriente,norte de santander,cucuta-norte de santander,"8,621",servicios,0.02,0.0,0.02,0.0,0.01,2021
900022943,constructora infante vives sas,supersociedades,costa atlántica,magdalena,santa marta-magdalena,"4,111",construcción,0.02,0.0,0.07,0.07,0.01,2021
860515558,brasileña carnes frias sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"1,011",manufactura,0.02,0.0,0.02,0.01,0.01,2021
890406520,cellux colombiana sas,supersociedades,costa atlántica,bolivar,cartagena-bolivar,"2,221",manufactura,0.02,0.0,0.01,0.01,0.0,2021
890926985,agrosilicium mejisulfatos s.a.s.,supersociedades,antioquia,antioquia,envigado-antioquia,"2,393",manufactura,0.02,-0.0,0.04,0.04,-0.0,2021
900481464,finca corocora s.a.s,supersociedades,antioquia,antioquia,medellin-antioquia,126,agropecuario,0.02,0.01,0.03,0.0,0.02,2021
900114825,agropecuaria los molinos sas,supersociedades,antioquia,antioquia,medellin-antioquia,141,agropecuario,0.02,0.0,0.04,0.03,0.02,2021
800175474,laboratorios farmavic s.a.s.,supersociedades,costa atlántica,atlantico,soledad-atlantico,"2,023",manufactura,0.02,0.0,0.01,0.0,0.01,2021
900256495,"planta y frigorifico del otun, frigotun sas",supersociedades,eje cafetero,risaralda,pereira-risaralda,162,agropecuario,0.02,0.0,0.01,0.01,0.01,2021
900307987,vital medical care vimec s.a.s,supersalud,centro - oriente,norte de santander,ocaña-norte de santander,"8,610",servicios,0.02,0.0,0.01,0.01,0.01,2021
900078532,soluciones nutritivas sas,supersociedades,costa pacífica,valle,yumbo-valle,"2,012",manufactura,0.02,0.0,0.01,0.0,0.01,2021
890801495,clinica psiquiatrica san juan de dios,supersalud,eje cafetero,caldas,manizales-caldas,"8,610",servicios,0.02,0.0,0.03,0.0,0.03,2021
900750333,empresa social del estado del orden departamental hospital nuestra señora de las mercedes del municipio de funza,supersalud,bogotá - cundinamarca,cundinamarca,funza -cundinamarca,"8,610",servicios,0.02,0.0,0.02,0.0,0.02,2021
800145103,alimentos criollos sa,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"5,612",servicios,0.02,0.0,0.01,0.0,0.0,2021
890403472,baru motors sas,supersociedades,costa atlántica,bolivar,cartagena-bolivar,"4,511",comercio,0.02,0.0,0.02,0.01,0.0,2021
811046559,electronica avs sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,652",comercio,0.02,0.0,0.01,0.0,0.0,2021
900580136,inversiones y construcciones la carolina sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c-bogota d.c.,"4,111",construcción,0.02,0.0,0.03,0.02,0.01,2021
900299626,sistelen s.a.s,supersociedades,eje cafetero,caldas,manizales-caldas,"2,731",manufactura,0.02,0.0,0.02,0.02,0.01,2021
811001646,nordson andina ltda,supersociedades,antioquia,antioquia,envigado-antioquia,"4,659",comercio,0.02,0.01,0.02,0.0,0.01,2021
805023030,ferroelectricos medellin sas,supersociedades,costa pacífica,valle,cali-valle,"4,752",comercio,0.02,0.0,0.01,0.0,0.01,2021
890915686,autollantas nutibara sa,supersociedades,antioquia,antioquia,medellin-antioquia,"4,530",comercio,0.02,-0.0,0.02,0.0,0.01,2021
802000989,superbrix s.a.,supersociedades,costa atlántica,atlantico,galapa-atlantico,"2,825",manufactura,0.02,0.0,0.03,0.02,0.01,2021
890903069,roldan y compania sas,supersociedades,antioquia,antioquia,medellin-antioquia,"5,210",servicios,0.02,0.0,0.02,0.01,0.01,2021
900769574,oleaginosas del yuma s.a.s.,supersociedades,costa atlántica,magdalena,santa marta-magdalena,126,agropecuario,0.02,0.0,0.01,0.0,0.01,2021
800022076,corporacion educativa indoamericana sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,551",servicios,0.02,0.0,0.03,0.02,0.01,2021
800026042,distribuidora y promotora general sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,645",comercio,0.02,0.0,0.01,0.0,0.0,2021
900224569,biomarin colombia ltda,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"7,310",servicios,0.02,0.0,0.01,0.01,0.0,2021
901047848,asfalcargo sas,supersociedades,costa pacífica,valle,yumbo-valle,"4,923",servicios,0.02,0.0,0.01,0.01,0.0,2021
900328935,inversiones castaño ciro sasm,supersociedades,antioquia,antioquia,sabaneta -antioquia,"4,632",comercio,0.02,0.0,0.0,0.0,0.0,2021
860403385,deposito san cayetano ltda,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,663",comercio,0.02,0.0,0.01,0.0,0.01,2021
900496980,centra ingenieria y construccion sas,supersociedades,costa pacífica,valle,cali-valle,"4,290",construcción,0.02,0.0,0.02,0.01,0.01,2021
830129581,risk y solutions group ltda,supervigilancia,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,010",servicios,0.02,0.0,0.01,0.0,0.01,2021
830031182,bismark colommbia sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,190",servicios,0.02,0.0,0.01,0.0,0.0,2021
900497761,seguridad thor ltda,supervigilancia,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,010",servicios,0.02,0.0,0.01,0.01,0.0,2021
830031337,productos vemel sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,732",comercio,0.02,0.0,0.01,0.0,0.0,2021
813002940,empresa social del estado maria auxiliadora de garzon,supersalud,otros,huila,garzon-huila,"8,621",servicios,0.02,0.0,0.02,0.0,0.02,2021
900136865,empresa social del estado hospital regional del magdalena medio,supersalud,centro - oriente,santander,barrancabermeja-santander,"8,610",servicios,0.02,0.0,0.06,0.02,0.05,2021
900320144,farmacos de la costa ltda,supersociedades,costa atlántica,cordoba,monteria-cordoba,"4,645",comercio,0.02,0.0,0.01,0.01,0.01,2021
900622541,vidara  de colombia sas (antes indukern de colombia sas),supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,664",comercio,0.02,-0.0,0.02,0.01,0.0,2021
811023675,uroclin s.a.s,supersalud,antioquia,antioquia,medellin-antioquia,"8,621",servicios,0.02,0.0,0.0,0.0,0.0,2021
900175959,mercados don noe sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,722",comercio,0.02,0.0,0.01,0.0,0.01,2021
800200243,dispronat s.a.s,supersociedades,antioquia,antioquia,medellin-antioquia,"1,089",manufactura,0.02,0.0,0.01,0.01,0.0,2021
811005042,insumos y aditivos veterinarios sas,supersociedades,antioquia,antioquia,itagui-antioquia,"4,645",comercio,0.02,0.0,0.01,0.0,0.0,2021
900055374,sipote burrito s.a.,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"5,612",servicios,0.02,0.0,0.01,0.0,0.01,2021
801001676,centralquipos sas,supersociedades,eje cafetero,quindio,armenia-quindio,"7,730",servicios,0.02,0.0,0.03,0.02,0.01,2021
829000079,serviyarima sas,supersociedades,centro - oriente,santander,barrancabermeja-santander,"4,731",comercio,0.02,0.0,0.01,0.0,0.01,2021
860067062,ferroaluminios sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,663",comercio,0.02,0.0,0.02,0.0,0.02,2021
900486772,mantos andinos sas,supersociedades,bogotá - cundinamarca,cundinamarca,tocancipa -cundinamarca,"1,921",manufactura,0.02,0.0,0.03,0.01,0.02,2021
830120839,multisuministros industriales sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,669",comercio,0.02,0.0,0.01,0.01,0.0,2021
805026940,productos la maria sociedad por acciones simplificada,supersociedades,costa pacífica,valle,cali-valle,"1,040",manufactura,0.02,-0.0,0.01,0.0,0.0,2021
800119086,proyectos y vias sas proyectos y vias sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,290",construcción,0.02,0.0,0.02,0.0,0.02,2021
830025172,intercomercial andina sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,690",comercio,0.02,0.0,0.01,0.01,0.0,2021
806004274,axalta powder coating systems andina s.a.,supersociedades,costa atlántica,bolivar,cartagena-bolivar,"2,022",manufactura,0.02,-0.0,0.01,0.03,-0.01,2021
811001259,agencia de aduanas roldan s.a.s. nivel 1,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"5,229",servicios,0.02,0.0,0.03,0.02,0.01,2021
890930438,estampamos s.a.s.,supersociedades,antioquia,antioquia,rionegro-antioquia,"1,313",manufactura,0.02,-0.0,0.02,0.02,0.0,2021
830025224,dhl global forwarding zona franca (colombia) s.a.,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"5,229",servicios,0.02,-0.0,0.02,0.01,0.0,2021
900331453,lubritodo el sitio correcto sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,732",comercio,0.02,0.0,0.01,0.0,0.01,2021
830066330,fibra hogar sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"1,392",manufactura,0.02,0.0,0.02,0.01,0.01,2021
890212463,lubrigras s.a.s.,supersociedades,centro - oriente,santander,bucaramanga-santander,"1,921",manufactura,0.02,0.0,0.05,0.02,0.03,2021
830138478,carbon 100 sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"5,611",servicios,0.02,0.0,0.01,0.01,-0.0,2021
900582741,inversiones jose maria amaya valderrama sas,supersociedades,centro - oriente,boyaca,belen-boyaca,"4,731",comercio,0.02,0.0,0.01,0.0,0.01,2021
830046564,union panamericana de inversiones sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,731",comercio,0.02,0.0,0.02,0.0,0.02,2021
860500507,fernado vesga y compañia s.a.s.,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c-bogota d.c.,"4,290",construcción,0.02,0.0,0.02,0.01,0.01,2021
900459690,procesadora de maderas del caribe sas,supersociedades,costa atlántica,bolivar,cartagena-bolivar,"1,610",manufactura,0.02,0.0,0.01,0.0,0.0,2021
800172301,trasegar sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,659",comercio,0.02,0.0,0.02,0.01,0.01,2021
822003732,insumos y granos sas,supersociedades,otros,meta,granada-meta,"4,620",comercio,0.02,0.0,0.01,0.0,0.01,2021
900234286,mcafee colombia ltda,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,741",comercio,0.02,-0.0,0.01,0.0,0.01,2021
900856982,aunarsalud servicios integrales en salud sas - sigla aunarsalud,supersalud,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,699",servicios,0.02,0.0,0.01,0.0,0.0,2021
900161996,empresa colombiana del plastico sas,supersociedades,bogotá - cundinamarca,cundinamarca,mosquera -cundinamarca,"2,229",manufactura,0.02,0.0,0.02,0.0,0.02,2021
811026299,imagen empresarial s.a.s,supersociedades,antioquia,antioquia,medellin-antioquia,"4,690",comercio,0.02,0.0,0.01,0.01,0.0,2021
800011205,construcciones buendia y lopez sas,supersociedades,eje cafetero,quindio,armenia-quindio,"4,111",construcción,0.02,0.0,0.04,0.01,0.03,2021
830036832,extractora cusiana sas en reorganiazacion,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,126,agropecuario,0.02,-0.0,0.06,0.05,0.01,2021
900451391,agropecuaria francia y lusitania sas,supersociedades,antioquia,antioquia,medellin-antioquia,141,agropecuario,0.02,0.0,0.01,0.01,0.0,2021
890936126,motofrenos sas,supersociedades,antioquia,antioquia,medellin-antioquia,"2,410",comercio,0.02,0.0,0.02,0.01,0.01,2021
830092726,sinat ltda,supervigilancia,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"8,010",servicios,0.02,0.0,0.0,0.0,0.0,2021
900028123,constructora kovok sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,111",construcción,0.02,0.0,0.04,0.03,0.01,2021
800090749,clinica piedecuesta s.a.,supersalud,centro - oriente,santander,piedecuesta-santander,"8,610",servicios,0.02,0.0,0.03,0.01,0.02,2021
900389108,iimportaciones y exportaciones osblack sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,663",comercio,0.02,0.0,0.02,0.01,0.01,2021
900271883,estructuras de nariño s.a.s.,supersociedades,costa pacífica,nariño,pasto -nariño,"2,511",manufactura,0.02,-0.0,0.02,0.01,0.0,2021
830047078,siegwerk colombia ltda,supersociedades,bogotá - cundinamarca,cundinamarca,funza -cundinamarca,"4,664",comercio,0.02,-0.0,0.01,0.01,-0.0,2021
830060737,ramguz s.a,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,690",comercio,0.02,0.0,0.01,0.0,0.01,2021
860051227,incoldext sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,690",comercio,0.02,-0.0,0.02,0.01,0.01,2021
830511597,kantar worldpanel peru s.a. sucursal colombia,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"7,320",servicios,0.02,0.0,0.02,0.01,0.01,2021
830017317,cosalco colombia s.a.s,supersociedades,bogotá - cundinamarca,cundinamarca,cota -cundinamarca,"4,664",comercio,0.02,0.0,0.01,0.01,0.0,2021
900121629,bronces y latones aleados sas,supersociedades,bogotá - cundinamarca,cundinamarca,funza -cundinamarca,"2,429",manufactura,0.02,0.0,0.01,0.01,0.01,2021
830020495,cumbrera sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,111",construcción,0.02,0.0,0.1,0.09,0.01,2021
860066323,polietilenos del valle s.a,supersociedades,costa pacífica,valle,cali-valle,"2,221",manufactura,0.02,0.0,0.02,0.01,0.01,2021
900280774,wound clinic s.a.s.,supersalud,costa pacífica,valle,cali-valle,"8,621",servicios,0.02,0.0,0.01,0.01,0.0,2021
900661257,grupo empresarial sandra s.a.s,supersociedades,costa atlántica,sucre,sincelejo-sucre,"4,719",comercio,0.02,0.0,0.01,0.01,0.0,2021
830092675,axure technologies sa,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,190",servicios,0.02,0.0,0.02,0.01,0.01,2021
901252860,belzcon,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c-bogota d.c.,"4,290",construcción,0.02,0.0,0.02,0.01,0.01,2021
901024705,concarmin coal s.a.s,supersociedades,centro - oriente,norte de santander,cucuta-norte de santander,"4,661",comercio,0.02,0.0,0.02,0.01,0.01,2021
900833009,constructora ponce de leon s.a.s.,supersociedades,costa atlántica,bolivar,cartagena-bolivar,"4,111",construcción,0.02,0.0,0.01,0.01,0.0,2021
900172069,sapore sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c-bogota d.c.,"5,629",servicios,0.02,0.0,0.01,0.01,0.0,2021
900615349,bellprof group sas,supersociedades,costa atlántica,atlantico,barranquilla-atlantico,"4,773",comercio,0.02,0.0,0.01,0.01,0.0,2021
890111175,viaservin ltda,supervigilancia,costa atlántica,atlantico,barranquilla-atlantico,"8,010",servicios,0.02,0.0,0.01,0.0,0.0,2021
860038579,meditec s.a,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"3,250",manufactura,0.02,0.0,0.02,0.01,0.01,2021
890908884,lemur 70 sa,supersociedades,antioquia,antioquia,medellin-antioquia,"1,410",manufactura,0.02,0.0,0.02,0.0,0.01,2021
890316640,fercon s.a.,supersociedades,costa pacífica,valle,yumbo-valle,"4,620",comercio,0.02,0.0,0.01,0.01,0.01,2021
900681994,viviendas del sur sas,supersociedades,antioquia,antioquia,medellin-antioquia,"4,111",construcción,0.02,-0.0,0.05,0.04,0.0,2021
900780840,serfinad s.a.s.,supersociedades,antioquia,antioquia,medellin-antioquia,"7,020",servicios,0.02,0.01,0.03,0.01,0.01,2021
830124904,pardo y  asociados  estrategias tributarias sa,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,910",servicios,0.02,0.01,0.04,0.01,0.03,2021
805006290,servicentro menga sa,supersociedades,costa pacífica,valle,yumbo-valle,"4,731",comercio,0.02,0.0,0.0,0.0,0.0,2021
812002836,ese camu del prado,supersalud,costa atlántica,cordoba,cerete-cordoba,"8,621",servicios,0.02,0.0,0.01,0.0,0.0,2021
891855859,inversiones y promociones sas,supersociedades,centro - oriente,boyaca,duitama-boyaca,"4,530",comercio,0.02,0.0,0.01,0.0,0.01,2021
830080928,iitis support sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"6,202",servicios,0.02,0.0,0.01,0.0,0.0,2021
800255496,yamaha motos sas,supersociedades,otros,caqueta,florencia-caqueta,"4,541",comercio,0.02,0.0,0.01,0.0,0.0,2021
830082694,papeles el tunal sas,supersociedades,bogotá - cundinamarca,cundinamarca,soacha-cundinamarca,"4,665",comercio,0.02,0.0,0.01,0.0,0.0,2021
900695452,nase colombia sas,supersociedades,eje cafetero,risaralda,pereira-risaralda,"8,110",servicios,0.02,0.0,0.0,0.0,0.0,2021
830070021,inversiones peniel sas,supersociedades,bogotá - cundinamarca,cundinamarca,mosquera -cundinamarca,"1,040",manufactura,0.02,0.0,0.02,0.01,0.01,2021
900464619,brahma concept sas,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c.-bogota d.c.,"4,772",comercio,0.02,0.0,0.02,0.01,0.01,2021
811010139,fukutex s.a.s.,supersociedades,antioquia,antioquia,sabaneta -antioquia,"4,659",comercio,0.02,0.0,0.02,0.01,0.0,2021
891401781,avinco s.a.s.,supersociedades,antioquia,antioquia,medellin-antioquia,"5,611",servicios,0.02,0.0,0.01,0.01,-0.0,2021
900335836,colombia agro s.a.s,supersociedades,bogotá - cundinamarca,bogota d.c.,bogota d.c-bogota d.c.,"6,810",servicios,0.02,0.01,0.09,0.02,0.07,2021
811023441,soluciones adhesivas lg sas,supersociedades,antioquia,antioquia,itagui-antioquia,"2,221",manufactura,0.02,0.0,0.02,0.0,0.01,2021
890200722,rafael j turbay sas,supersociedades,centro - oriente,santander,bucaramanga-santander,"4,771",comercio,0.02,0.0,0.03,0.01,0.02,2021
